asset_path,object_path,active_self,components,network_transform,mesh_local_max_abs
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/ContrailVFX[13]",true,"UnityEngine.Transform;UnityEngine.VFX.VisualEffect;UnityEngine.VFX.VFXRenderer;ProjectC.Ship.ShipContrailVfx","",
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]",false,"UnityEngine.Transform;ProjectC.Ship.ShipRootReference","",
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/BARGE_CROSS_MEMBER_+1.0[0]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.019999999552965164
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/BARGE_CROSS_MEMBER_+3.2[1]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.019999999552965164
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/BARGE_CROSS_MEMBER_-1.2[2]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.019999999552965164
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/BARGE_CROSS_MEMBER_-3.4[3]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.019999999552965164
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/BARGE_LONGITUDINAL_RAIL_L[4]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.040999997407197952
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/BARGE_LONGITUDINAL_RAIL_R[5]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.040999997407197952
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/BARGE_MAIN_DECK[6]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer;UnityEngine.MeshCollider","",0.041999995708465576
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/BARGE_UNDERFRAME_CENTER[7]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.037000000476837158
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/BOARDING_ENTRY_LANDING[8]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0060000000521540642
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/BOARDING_RAMP[9]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.010499998927116394
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/BOARDING_RAMP_POST_1.30_-2.45[10]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0025999997742474079
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/BOARDING_RAMP_POST_1.30_-3.05[11]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0025999997742474079
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/BOARDING_RAMP_POST_2.10_-2.45[12]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0025999997742474079
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/BOARDING_RAMP_POST_2.10_-3.05[13]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0025999997742474079
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/BOARDING_RAMP_POST_2.90_-2.45[14]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0025999997742474079
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/BOARDING_RAMP_POST_2.90_-3.05[15]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0025999997742474079
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/BOARDING_RAMP_RAIL_L[16]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.010249999351799488
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/BOARDING_RAMP_RAIL_R[17]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.010249999351799488
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_ACCESS_DOOR[18]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0077499994076788425
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_ANTENNA_BASE[19]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0018000000854954123
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_ANTENNA_COLLAR[20]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0017500000540167093
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_BASE[21]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.020250000059604645
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_BENCH_BACK[22]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.011749999597668648
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_BENCH_SEAT[23]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.011749999597668648
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_CONSOLE[24]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0044999998062849045
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_CONTROL_LEVER_-0.49[25]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0012499999720603228
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_CONTROL_LEVER_-0.72[26]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0012499999720603228
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_CONTROL_LEVER_-0.95[27]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0012499999720603228
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_CONTROL_PANEL[28]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0038999996613711119
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_DETAIL_FRONT_MULLION_+0.42[29]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.005249999463558197
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_DETAIL_FRONT_MULLION_+1.25[30]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.005249999463558197
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_DETAIL_FRONT_MULLION_-0.42[31]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.005249999463558197
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_DETAIL_FRONT_MULLION_-1.25[32]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.005249999463558197
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_DETAIL_FRONT_WORKLIGHT_+1.45[33]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0011999999405816197
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_DETAIL_FRONT_WORKLIGHT_-1.45[34]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0011999999405816197
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_DETAIL_WINDOW_HEADER_L[35]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.012299999594688416
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_DETAIL_WINDOW_HEADER_R[36]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.012299999594688416
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_DETAIL_WINDOW_POST_L_1.48[37]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0054999999701976776
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_DETAIL_WINDOW_POST_L_3.82[38]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0054999999701976776
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_DETAIL_WINDOW_POST_R_1.48[39]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0054999999701976776
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_DETAIL_WINDOW_POST_R_3.82[40]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0054999999701976776
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_DETAIL_WINDOW_SILL_L[41]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.012299999594688416
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_DETAIL_WINDOW_SILL_R[42]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.012299999594688416
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_DOOR_HINGE_+0.50[43]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00090000004274770617
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_DOOR_HINGE_-0.50[44]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00090000004274770617
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_ENTRY_DOOR_HEADER[45]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0063000000081956387
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_ENTRY_DOOR_JAMB_FRONT[46]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00800000037997961
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_ENTRY_DOOR_JAMB_REAR[47]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00800000037997961
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_ENTRY_DOOR_PIVOT[48]",true,"UnityEngine.Transform;UnityEngine.MeshCollider;ProjectC.Ship.DoorController","",
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_ENTRY_DOOR_PIVOT[48]/CABIN_ENTRY_DOOR_LEAF[0]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00879999902099371
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_ENTRY_DOOR_TRANSOM[49]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0050999997183680534
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_ENTRY_SIDE_L_FRONT_PANEL[50]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0058499998413026333
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_ENTRY_SIDE_L_FRONT_WINDOW[51]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0054999999701976776
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_ENTRY_SIDE_L_REAR_PANEL[52]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0047499998472630978
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_ENTRY_SIDE_L_REAR_WINDOW[53]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0054999999701976776
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_ENTRY_THRESHOLD[54]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0057999999262392521
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_FRAME_POST_+1.35_+1.78[55]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0097500002011656761
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_FRAME_POST_+1.35_-1.78[56]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0097500002011656761
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_FRAME_POST_+3.95_+1.78[57]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0097500002011656761
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_FRAME_POST_+3.95_-1.78[58]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.0097500002011656761
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_FRONT_HEADER[59]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.019749999046325684
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_FRONT_LOWER[60]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.01874999888241291
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_FRONT_WINDSHIELD[61]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.017249999567866325
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_ID_PLATE[62]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00624999962747097
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_REAR_WALL[63]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.01874999888241291
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_ROOF_BOLT_L_0[64]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00032000002101995051
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_ROOF_BOLT_L_1[65]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00032000002101995051
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_ROOF_BOLT_L_2[66]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00032000002101995051
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_ROOF_BOLT_L_3[67]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00032000002101995051
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_ROOF_BOLT_R_0[68]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00032000002101995051
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_ROOF_BOLT_R_1[69]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00032000002101995051
"Assets/_Project/Prefabs/Ships/Ship_Light_root (копия с компьютера DESKTOP-K00O7HK).prefab","Ship_Light_root (копия с компьютера DESKTOP-K00O7HK)[0]/project-c_ship_light_base_SHIP_GameReady[14]/CABIN_ROOF_BOLT_R_2[70]",true,"UnityEngine.Transform;UnityEngine.MeshFilter;UnityEngine.MeshRenderer","",0.00032000002101995051
