questId,displayName,description,faction,oneShot,prereqQuest,stageNum,stageId,stageDescription,onEnterActions,objectiveType,objectiveId,itemName,npcId,npcDisplayName,npcFaction,qty,onCompleteActions,rewardCR,rewardRep,rewardItems
q_014_4,Джанет Куорл: Важное дело,Срочное поручение от Джанет Куорл (Гильдия Успеха),GuildOfSuccess,,,2,gather_4_2,Раздобудьте Vault Key (2 шт.),,HaveItem,obj_q_014_4_s2,Vault Key,npc_014,Джанет Куорл,GuildOfSuccess,2,,,,
q_014_4,Джанет Куорл: Важное дело,Срочное поручение от Джанет Куорл (Гильдия Успеха),GuildOfSuccess,,,3,talk_4_3,Поговорите с Господин Момото,,TalkToNpc,obj_q_014_4_s3,,npc_088,Господин Момото,GuildOfSuccess,1,,,,
q_014_4,Джанет Куорл: Важное дело,Срочное поручение от Джанет Куорл (Гильдия Успеха),GuildOfSuccess,,,4,gather_4_4,Найдите Invoice в количестве 4 шт.,,HaveItem,obj_q_014_4_s4,Invoice,npc_014,Джанет Куорл,GuildOfSuccess,4,,,,
q_014_4,Джанет Куорл: Важное дело,Срочное поручение от Джанет Куорл (Гильдия Успеха),GuildOfSuccess,,,5,talk_4_5,Обсудите детали с Джанет Куорл,,TalkToNpc,obj_q_014_4_s5,,npc_014,Джанет Куорл,GuildOfSuccess,1,GiveCredits::50;AddReputation::10:GuildOfSuccess;GiveItem:Guild Signet Ring::2,50,GuildOfSuccess:10,Guild Signet Ring:2
q_014_5,Помощь Джанет Куорл,Помогите Джанет Куорл с важным делом для Гильдия Успеха,GuildOfSuccess,y,,0,talk_5_0,Найдите Джанет Куорл и узнайте информацию,,TalkToNpc,obj_q_014_5_s0,,npc_014,Джанет Куорл,GuildOfSuccess,1,,,,
q_014_5,Помощь Джанет Куорл,Помогите Джанет Куорл с важным делом для Гильдия Успеха,GuildOfSuccess,y,,1,gather_5_1,Найдите Gene Konda's Moonshine в количестве 5 шт.,,HaveItem,obj_q_014_5_s1,Gene Konda's Moonshine,npc_014,Джанет Куорл,GuildOfSuccess,5,,,,
q_014_5,Помощь Джанет Куорл,Помогите Джанет Куорл с важным делом для Гильдия Успеха,GuildOfSuccess,y,,2,talk_5_2,Поговорите с Миссис Дюран,,TalkToNpc,obj_q_014_5_s2,,npc_024,Миссис Дюран,GuildOfSuccess,1,,,,
q_014_5,Помощь Джанет Куорл,Помогите Джанет Куорл с важным делом для Гильдия Успеха,GuildOfSuccess,y,,3,gather_5_3,Принесите Travel Cigarette Case в количестве 3,,HaveItem,obj_q_014_5_s3,Travel Cigarette Case,npc_014,Джанет Куорл,GuildOfSuccess,3,,,,
q_014_5,Помощь Джанет Куорл,Помогите Джанет Куорл с важным делом для Гильдия Успеха,GuildOfSuccess,y,,4,gather_5_4,Раздобудьте Invoice (3 шт.),,HaveItem,obj_q_014_5_s4,Invoice,npc_014,Джанет Куорл,GuildOfSuccess,3,,,,
q_014_5,Помощь Джанет Куорл,Помогите Джанет Куорл с важным делом для Гильдия Успеха,GuildOfSuccess,y,,5,gather_5_5,Добудьте Skol 25 (Gold-Silver) — требуется 2 шт.,,HaveItem,obj_q_014_5_s5,Skol 25 (Gold-Silver),npc_014,Джанет Куорл,GuildOfSuccess,2,,,,
q_014_5,Помощь Джанет Куорл,Помогите Джанет Куорл с важным делом для Гильдия Успеха,GuildOfSuccess,y,,6,gather_5_6,Добудьте Mechanical Watch — требуется 3 шт.,,HaveItem,obj_q_014_5_s6,Mechanical Watch,npc_014,Джанет Куорл,GuildOfSuccess,3,,,,
q_014_5,Помощь Джанет Куорл,Помогите Джанет Куорл с важным делом для Гильдия Успеха,GuildOfSuccess,y,,7,talk_5_7,Поговорите с Джанет Куорл,,TalkToNpc,obj_q_014_5_s7,,npc_014,Джанет Куорл,GuildOfSuccess,1,GiveCredits::200;AddReputation::25:GuildOfSuccess;GiveItem:Silver Cigarette Case::1,200,GuildOfSuccess:25,Silver Cigarette Case:1
q_014_6,Поручение: Сбор Джанет Куорл,Выполните поручение для Джанет Куорл в Гильдия Успеха,GuildOfSuccess,,,0,talk_6_0,Найдите Джанет Куорл и узнайте информацию,,TalkToNpc,obj_q_014_6_s0,,npc_014,Джанет Куорл,GuildOfSuccess,1,,,,
q_014_6,Поручение: Сбор Джанет Куорл,Выполните поручение для Джанет Куорл в Гильдия Успеха,GuildOfSuccess,,,1,gather_6_1,Добудьте Promissory Note — требуется 4 шт.,,HaveItem,obj_q_014_6_s1,Promissory Note,npc_014,Джанет Куорл,GuildOfSuccess,4,,,,
q_014_6,Поручение: Сбор Джанет Куорл,Выполните поручение для Джанет Куорл в Гильдия Успеха,GuildOfSuccess,,,2,talk_6_2,Встретьтесь с Джанет Куорл для получения указаний,,TalkToNpc,obj_q_014_6_s2,,npc_014,Джанет Куорл,GuildOfSuccess,1,GiveCredits::500;AddReputation::15:GuildOfSuccess,500,GuildOfSuccess:15,
q_014_7,Помощь Джанет Куорл,Гильдия Успеха нуждается в вашей помощи — Джанет Куорл ждёт,GuildOfSuccess,y,q_014_6,0,talk_7_0,Передайте сообщение Джанет Куорл,,TalkToNpc,obj_q_014_7_s0,,npc_014,Джанет Куорл,GuildOfSuccess,1,,,,
q_014_7,Помощь Джанет Куорл,Гильдия Успеха нуждается в вашей помощи — Джанет Куорл ждёт,GuildOfSuccess,y,q_014_6,1,gather_7_1,Найдите Vault Key в количестве 4 шт.,,HaveItem,obj_q_014_7_s1,Vault Key,npc_014,Джанет Куорл,GuildOfSuccess,4,,,,
q_014_7,Помощь Джанет Куорл,Гильдия Успеха нуждается в вашей помощи — Джанет Куорл ждёт,GuildOfSuccess,y,q_014_6,2,talk_7_2,Обсудите детали с Джанет Куорл,,TalkToNpc,obj_q_014_7_s2,,npc_014,Джанет Куорл,GuildOfSuccess,1,GiveCredits::250;AddReputation::5:GuildOfSuccess;GiveItem:Brass-Buckled Suitcase::1,250,GuildOfSuccess:5,Brass-Buckled Suitcase:1
q_014_8,Задание #9 от Джанет Куорл,Возьмите задание у Джанет Куорл и выполните его,GuildOfSuccess,,q_014_7,0,talk_8_0,Поговорите с Джанет Куорл,,TalkToNpc,obj_q_014_8_s0,,npc_014,Джанет Куорл,GuildOfSuccess,1,,,,
q_014_8,Задание #9 от Джанет Куорл,Возьмите задание у Джанет Куорл и выполните его,GuildOfSuccess,,q_014_7,1,gather_8_1,Соберите Letter of Thanks (5 шт.),,HaveItem,obj_q_014_8_s1,Letter of Thanks,npc_014,Джанет Куорл,GuildOfSuccess,5,,,,
q_014_8,Задание #9 от Джанет Куорл,Возьмите задание у Джанет Куорл и выполните его,GuildOfSuccess,,q_014_7,2,talk_8_2,Обсудите детали с Дама в кошачьих очках,,TalkToNpc,obj_q_014_8_s2,,npc_027,Дама в кошачьих очках,GuildOfSuccess,1,,,,
q_014_8,Задание #9 от Джанет Куорл,Возьмите задание у Джанет Куорл и выполните его,GuildOfSuccess,,q_014_7,3,talk_8_3,Встретьтесь с Роксана Розенталь для получения указаний,,TalkToNpc,obj_q_014_8_s3,,npc_019,Роксана Розенталь,GuildOfSuccess,1,,,,
q_014_8,Задание #9 от Джанет Куорл,Возьмите задание у Джанет Куорл и выполните его,GuildOfSuccess,,q_014_7,4,talk_8_4,Обсудите детали с Джанет Куорл,,TalkToNpc,obj_q_014_8_s4,,npc_014,Джанет Куорл,GuildOfSuccess,1,GiveCredits::150;AddReputation::25:GuildOfSuccess;GiveItem:Travel Cigarette Case::2,150,GuildOfSuccess:25,Travel Cigarette Case:2
q_014_9,Джанет Куорл: Особое поручение,Выполните поручение для Джанет Куорл в Гильдия Успеха,GuildOfSuccess,,,0,talk_9_0,Найдите Джанет Куорл и узнайте информацию,,TalkToNpc,obj_q_014_9_s0,,npc_014,Джанет Куорл,GuildOfSuccess,1,,,,
q_014_9,Джанет Куорл: Особое поручение,Выполните поручение для Джанет Куорл в Гильдия Успеха,GuildOfSuccess,,,1,gather_9_1,Найдите Gene Konda's Moonshine в количестве 3 шт.,,HaveItem,obj_q_014_9_s1,Gene Konda's Moonshine,npc_014,Джанет Куорл,GuildOfSuccess,3,,,,
q_014_9,Джанет Куорл: Особое поручение,Выполните поручение для Джанет Куорл в Гильдия Успеха,GuildOfSuccess,,,2,talk_9_2,Встретьтесь с Ли-Шон (Ли) Куорл для получения указаний,,TalkToNpc,obj_q_014_9_s2,,npc_090,Ли-Шон (Ли) Куорл,GuildOfSuccess,1,,,,
q_014_9,Джанет Куорл: Особое поручение,Выполните поручение для Джанет Куорл в Гильдия Успеха,GuildOfSuccess,,,3,gather_9_3,Соберите Skol 25 (Gold-Silver) (2 шт.),,HaveItem,obj_q_014_9_s3,Skol 25 (Gold-Silver),npc_014,Джанет Куорл,GuildOfSuccess,2,,,,
q_014_9,Джанет Куорл: Особое поручение,Выполните поручение для Джанет Куорл в Гильдия Успеха,GuildOfSuccess,,,4,gather_9_4,Раздобудьте Gene Konda's Moonshine (2 шт.),,HaveItem,obj_q_014_9_s4,Gene Konda's Moonshine,npc_014,Джанет Куорл,GuildOfSuccess,2,,,,
q_014_9,Джанет Куорл: Особое поручение,Выполните поручение для Джанет Куорл в Гильдия Успеха,GuildOfSuccess,,,5,talk_9_5,Найдите Афина Куорл и узнайте информацию,,TalkToNpc,obj_q_014_9_s5,,npc_091,Афина Куорл,GuildOfSuccess,1,,,,
q_014_9,Джанет Куорл: Особое поручение,Выполните поручение для Джанет Куорл в Гильдия Успеха,GuildOfSuccess,,,6,talk_9_6,Передайте сообщение Джанет Куорл,,TalkToNpc,obj_q_014_9_s6,,npc_014,Джанет Куорл,GuildOfSuccess,1,GiveCredits::500;AddReputation::5:GuildOfSuccess,500,GuildOfSuccess:5,
q_015_0,Гин: Особое поручение,Возьмите задание у Гин и выполните его,FreeTraders,y,,0,talk_0_0,Поговорите с Гин,,TalkToNpc,obj_q_015_0_s0,,npc_015,Гин,FreeTraders,1,,,,
q_015_0,Гин: Особое поручение,Возьмите задание у Гин и выполните его,FreeTraders,y,,1,gather_0_1,Найдите Canvas Backpack в количестве 2 шт.,,HaveItem,obj_q_015_0_s1,Canvas Backpack,npc_015,Гин,FreeTraders,2,,,,
q_015_0,Гин: Особое поручение,Возьмите задание у Гин и выполните его,FreeTraders,y,,2,gather_0_2,Соберите Leather Wallet (5 шт.),,HaveItem,obj_q_015_0_s2,Leather Wallet,npc_015,Гин,FreeTraders,5,,,,
q_015_0,Гин: Особое поручение,Возьмите задание у Гин и выполните его,FreeTraders,y,,3,talk_0_3,Передайте сообщение Гин,,TalkToNpc,obj_q_015_0_s3,,npc_015,Гин,FreeTraders,1,,,,
q_015_0,Гин: Особое поручение,Возьмите задание у Гин и выполните его,FreeTraders,y,,4,gather_0_4,Найдите Primium Forged Steel в количестве 2 шт.,,HaveItem,obj_q_015_0_s4,Primium Forged Steel,npc_015,Гин,FreeTraders,2,,,,
q_015_0,Гин: Особое поручение,Возьмите задание у Гин и выполните его,FreeTraders,y,,5,talk_0_5,Передайте сообщение Гин,,TalkToNpc,obj_q_015_0_s5,,npc_015,Гин,FreeTraders,1,,,,
q_015_0,Гин: Особое поручение,Возьмите задание у Гин и выполните его,FreeTraders,y,,6,gather_0_6,Найдите Ferry Waybill в количестве 5 шт.,,HaveItem,obj_q_015_0_s6,Ferry Waybill,npc_015,Гин,FreeTraders,5,,,,
q_015_0,Гин: Особое поручение,Возьмите задание у Гин и выполните его,FreeTraders,y,,7,talk_0_7,Обсудите детали с Джо,,TalkToNpc,obj_q_015_0_s7,,npc_016,Джо,FreeTraders,1,,,,
q_015_0,Гин: Особое поручение,Возьмите задание у Гин и выполните его,FreeTraders,y,,8,talk_0_8,Передайте сообщение Гин,,TalkToNpc,obj_q_015_0_s8,,npc_015,Гин,FreeTraders,1,GiveCredits::50;AddReputation::50:FreeTraders,50,FreeTraders:50,
q_015_1,Гин: Особое поручение,Гин ищет надёжного курьера для Свободные Торговцы,FreeTraders,,,0,talk_1_0,Найдите Гин и узнайте информацию,,TalkToNpc,obj_q_015_1_s0,,npc_015,Гин,FreeTraders,1,,,,
q_015_1,Гин: Особое поручение,Гин ищет надёжного курьера для Свободные Торговцы,FreeTraders,,,1,talk_1_1,Передайте сообщение Бруно Арендт,,TalkToNpc,obj_q_015_1_s1,,npc_084,Бруно Арендт,FreeTraders,1,,,,
q_015_1,Гин: Особое поручение,Гин ищет надёжного курьера для Свободные Торговцы,FreeTraders,,,2,gather_1_2,Принесите Primium Forged Steel в количестве 5,,HaveItem,obj_q_015_1_s2,Primium Forged Steel,npc_015,Гин,FreeTraders,5,,,,
q_015_1,Гин: Особое поручение,Гин ищет надёжного курьера для Свободные Торговцы,FreeTraders,,,3,gather_1_3,Раздобудьте Canvas Tarpaulin (2 шт.),,HaveItem,obj_q_015_1_s3,Canvas Tarpaulin,npc_015,Гин,FreeTraders,2,,,,
q_015_1,Гин: Особое поручение,Гин ищет надёжного курьера для Свободные Торговцы,FreeTraders,,,4,gather_1_4,Найдите Cargo Manifest в количестве 5 шт.,,HaveItem,obj_q_015_1_s4,Cargo Manifest,npc_015,Гин,FreeTraders,5,,,,
q_015_1,Гин: Особое поручение,Гин ищет надёжного курьера для Свободные Торговцы,FreeTraders,,,5,gather_1_5,Соберите Leather Wallet (1 шт.),,HaveItem,obj_q_015_1_s5,Leather Wallet,npc_015,Гин,FreeTraders,1,,,,
q_015_1,Гин: Особое поручение,Гин ищет надёжного курьера для Свободные Торговцы,FreeTraders,,,6,talk_1_6,Передайте сообщение Артур,,TalkToNpc,obj_q_015_1_s6,,npc_007,Артур,FreeTraders,1,,,,
q_015_1,Гин: Особое поручение,Гин ищет надёжного курьера для Свободные Торговцы,FreeTraders,,,7,talk_1_7,Найдите Гин и узнайте информацию,,TalkToNpc,obj_q_015_1_s7,,npc_015,Гин,FreeTraders,1,GiveCredits::75;AddReputation::50:FreeTraders;GiveItem:Navigator's Wristwatch::1,75,FreeTraders:50,Navigator's Wristwatch:1
q_015_2,Помощь Гин,Свободные Торговцы нуждается в вашей помощи — Гин ждёт,FreeTraders,,q_015_1,0,talk_2_0,Обсудите детали с Гин,,TalkToNpc,obj_q_015_2_s0,,npc_015,Гин,FreeTraders,1,,,,
q_015_2,Помощь Гин,Свободные Торговцы нуждается в вашей помощи — Гин ждёт,FreeTraders,,q_015_1,1,talk_2_1,Поговорите с Фред Ножас,,TalkToNpc,obj_q_015_2_s1,,npc_038,Фред Ножас,FreeTraders,1,,,,
q_015_2,Помощь Гин,Свободные Торговцы нуждается в вашей помощи — Гин ждёт,FreeTraders,,q_015_1,2,gather_2_2,Соберите Guild Signet Ring (2 шт.),,HaveItem,obj_q_015_2_s2,Guild Signet Ring,npc_015,Гин,FreeTraders,2,,,,
q_015_2,Помощь Гин,Свободные Торговцы нуждается в вашей помощи — Гин ждёт,FreeTraders,,q_015_1,3,gather_2_3,Добудьте Navigator's Wristwatch — требуется 1 шт.,,HaveItem,obj_q_015_2_s3,Navigator's Wristwatch,npc_015,Гин,FreeTraders,1,,,,
q_015_2,Помощь Гин,Свободные Торговцы нуждается в вашей помощи — Гин ждёт,FreeTraders,,q_015_1,4,gather_2_4,Принесите Leather Wallet в количестве 2,,HaveItem,obj_q_015_2_s4,Leather Wallet,npc_015,Гин,FreeTraders,2,,,,
q_015_2,Помощь Гин,Свободные Торговцы нуждается в вашей помощи — Гин ждёт,FreeTraders,,q_015_1,5,gather_2_5,Раздобудьте Hemp Rope (3 шт.),,HaveItem,obj_q_015_2_s5,Hemp Rope,npc_015,Гин,FreeTraders,3,,,,
q_015_2,Помощь Гин,Свободные Торговцы нуждается в вашей помощи — Гин ждёт,FreeTraders,,q_015_1,6,talk_2_6,Обсудите детали с Гин,,TalkToNpc,obj_q_015_2_s6,,npc_015,Гин,FreeTraders,1,,,,
q_015_2,Помощь Гин,Свободные Торговцы нуждается в вашей помощи — Гин ждёт,FreeTraders,,q_015_1,7,talk_2_7,Встретьтесь с Гин для получения указаний,,TalkToNpc,obj_q_015_2_s7,,npc_015,Гин,FreeTraders,1,GiveCredits::200;AddReputation::10:FreeTraders;GiveItem:Leather Wallet::1,200,FreeTraders:10,Leather Wallet:1
q_015_3,Задание #4 от Гин,Помогите Гин с важным делом для Свободные Торговцы,FreeTraders,y,,0,talk_3_0,Поговорите с Гин,,TalkToNpc,obj_q_015_3_s0,,npc_015,Гин,FreeTraders,1,,,,
q_015_3,Задание #4 от Гин,Помогите Гин с важным делом для Свободные Торговцы,FreeTraders,y,,1,talk_3_1,Найдите Сэм Ландау и узнайте информацию,,TalkToNpc,obj_q_015_3_s1,,npc_042,Сэм Ландау,FreeTraders,1,,,,
q_015_3,Задание #4 от Гин,Помогите Гин с важным делом для Свободные Торговцы,FreeTraders,y,,2,talk_3_2,Встретьтесь с Септим Монтеро для получения указаний,,TalkToNpc,obj_q_015_3_s2,,npc_068,Септим Монтеро,FreeTraders,1,,,,
q_015_3,Задание #4 от Гин,Помогите Гин с важным делом для Свободные Торговцы,FreeTraders,y,,3,talk_3_3,Поговорите с Гин,,TalkToNpc,obj_q_015_3_s3,,npc_015,Гин,FreeTraders,1,GiveCredits::75;AddReputation::10:FreeTraders;GiveItem:Hemp Rope::2,75,FreeTraders:10,Hemp Rope:2
q_015_4,Помощь Гин,Гин ищет надёжного курьера для Свободные Торговцы,FreeTraders,y,,0,talk_4_0,Встретьтесь с Гин для получения указаний,,TalkToNpc,obj_q_015_4_s0,,npc_015,Гин,FreeTraders,1,,,,
q_015_4,Помощь Гин,Гин ищет надёжного курьера для Свободные Торговцы,FreeTraders,y,,1,talk_4_1,Передайте сообщение Фред Ножас,,TalkToNpc,obj_q_015_4_s1,,npc_038,Фред Ножас,FreeTraders,1,,,,
q_015_4,Помощь Гин,Гин ищет надёжного курьера для Свободные Торговцы,FreeTraders,y,,2,talk_4_2,Обсудите детали с Гин,,TalkToNpc,obj_q_015_4_s2,,npc_015,Гин,FreeTraders,1,GiveCredits::250;AddReputation::15:FreeTraders;GiveItem:Navigator's Wristwatch::3,250,FreeTraders:15,Navigator's Wristwatch:3
q_015_5,Задание #6 от Гин,Срочное поручение от Гин (Свободные Торговцы),FreeTraders,,q_015_4,0,talk_5_0,Встретьтесь с Гин для получения указаний,,TalkToNpc,obj_q_015_5_s0,,npc_015,Гин,FreeTraders,1,,,,
q_015_5,Задание #6 от Гин,Срочное поручение от Гин (Свободные Торговцы),FreeTraders,,q_015_4,1,gather_5_1,Принесите Storm Backpack в количестве 1,,HaveItem,obj_q_015_5_s1,Storm Backpack,npc_015,Гин,FreeTraders,1,,,,
q_015_5,Задание #6 от Гин,Срочное поручение от Гин (Свободные Торговцы),FreeTraders,,q_015_4,2,talk_5_2,Встретьтесь с Гин для получения указаний,,TalkToNpc,obj_q_015_5_s2,,npc_015,Гин,FreeTraders,1,GiveCredits::250;AddReputation::30:FreeTraders,250,FreeTraders:30,
q_015_6,Гин: Важное дело,Выполните поручение для Гин в Свободные Торговцы,FreeTraders,,q_015_5,0,talk_6_0,Обсудите детали с Гин,,TalkToNpc,obj_q_015_6_s0,,npc_015,Гин,FreeTraders,1,,,,
q_015_6,Гин: Важное дело,Выполните поручение для Гин в Свободные Торговцы,FreeTraders,,q_015_5,1,gather_6_1,Соберите Primium Forged Steel (2 шт.),,HaveItem,obj_q_015_6_s1,Primium Forged Steel,npc_015,Гин,FreeTraders,2,,,,
q_015_6,Гин: Важное дело,Выполните поручение для Гин в Свободные Торговцы,FreeTraders,,q_015_5,2,gather_6_2,Соберите Guild Signet Ring (4 шт.),,HaveItem,obj_q_015_6_s2,Guild Signet Ring,npc_015,Гин,FreeTraders,4,,,,
q_015_6,Гин: Важное дело,Выполните поручение для Гин в Свободные Торговцы,FreeTraders,,q_015_5,3,gather_6_3,Добудьте Primium Forged Steel — требуется 5 шт.,,HaveItem,obj_q_015_6_s3,Primium Forged Steel,npc_015,Гин,FreeTraders,5,,,,
q_015_6,Гин: Важное дело,Выполните поручение для Гин в Свободные Торговцы,FreeTraders,,q_015_5,4,gather_6_4,Найдите Standard MAG-3 в количестве 1 шт.,,HaveItem,obj_q_015_6_s4,Standard MAG-3,npc_015,Гин,FreeTraders,1,,,,
q_015_6,Гин: Важное дело,Выполните поручение для Гин в Свободные Торговцы,FreeTraders,,q_015_5,5,talk_6_5,Встретьтесь с Гин для получения указаний,,TalkToNpc,obj_q_015_6_s5,,npc_015,Гин,FreeTraders,1,GiveCredits::150;AddReputation::15:FreeTraders;GiveItem:Canvas Tarpaulin::3,150,FreeTraders:15,Canvas Tarpaulin:3
q_015_7,Помощь Гин,Свободные Торговцы нуждается в вашей помощи — Гин ждёт,FreeTraders,y,,0,talk_7_0,Встретьтесь с Гин для получения указаний,,TalkToNpc,obj_q_015_7_s0,,npc_015,Гин,FreeTraders,1,,,,
q_015_7,Помощь Гин,Свободные Торговцы нуждается в вашей помощи — Гин ждёт,FreeTraders,y,,1,gather_7_1,Найдите Standard MAG-3 в количестве 1 шт.,,HaveItem,obj_q_015_7_s1,Standard MAG-3,npc_015,Гин,FreeTraders,1,,,,
q_015_7,Помощь Гин,Свободные Торговцы нуждается в вашей помощи — Гин ждёт,FreeTraders,y,,2,gather_7_2,Раздобудьте Standard MAG-3 (3 шт.),,HaveItem,obj_q_015_7_s2,Standard MAG-3,npc_015,Гин,FreeTraders,3,,,,
q_015_7,Помощь Гин,Свободные Торговцы нуждается в вашей помощи — Гин ждёт,FreeTraders,y,,3,talk_7_3,Обсудите детали с Септим Монтеро,,TalkToNpc,obj_q_015_7_s3,,npc_068,Септим Монтеро,FreeTraders,1,,,,
q_015_7,Помощь Гин,Свободные Торговцы нуждается в вашей помощи — Гин ждёт,FreeTraders,y,,4,talk_7_4,Обсудите детали с Макс Ньюман,,TalkToNpc,obj_q_015_7_s4,,npc_031,Макс Ньюман,FreeTraders,1,,,,
q_015_7,Помощь Гин,Свободные Торговцы нуждается в вашей помощи — Гин ждёт,FreeTraders,y,,5,gather_7_5,Найдите Primium Forged Steel в количестве 4 шт.,,HaveItem,obj_q_015_7_s5,Primium Forged Steel,npc_015,Гин,FreeTraders,4,,,,
q_015_7,Помощь Гин,Свободные Торговцы нуждается в вашей помощи — Гин ждёт,FreeTraders,y,,6,talk_7_6,Найдите Гин и узнайте информацию,,TalkToNpc,obj_q_015_7_s6,,npc_015,Гин,FreeTraders,1,GiveCredits::10;AddReputation::50:FreeTraders;GiveItem:Navigator's Wristwatch::2,10,FreeTraders:50,Navigator's Wristwatch:2
q_016_0,Поручение: Поиск Джо,Свободные Торговцы нуждается в вашей помощи — Джо ждёт,FreeTraders,y,,0,talk_0_0,Обсудите детали с Джо,,TalkToNpc,obj_q_016_0_s0,,npc_016,Джо,FreeTraders,1,,,,
q_016_0,Поручение: Поиск Джо,Свободные Торговцы нуждается в вашей помощи — Джо ждёт,FreeTraders,y,,1,talk_0_1,Встретьтесь с Фред Ножас для получения указаний,,TalkToNpc,obj_q_016_0_s1,,npc_038,Фред Ножас,FreeTraders,1,,,,
q_016_0,Поручение: Поиск Джо,Свободные Торговцы нуждается в вашей помощи — Джо ждёт,FreeTraders,y,,2,gather_0_2,Принесите Pilot's License в количестве 2,,HaveItem,obj_q_016_0_s2,Pilot's License,npc_016,Джо,FreeTraders,2,,,,
q_016_0,Поручение: Поиск Джо,Свободные Торговцы нуждается в вашей помощи — Джо ждёт,FreeTraders,y,,3,gather_0_3,Раздобудьте Leather Wallet (1 шт.),,HaveItem,obj_q_016_0_s3,Leather Wallet,npc_016,Джо,FreeTraders,1,,,,
q_016_0,Поручение: Поиск Джо,Свободные Торговцы нуждается в вашей помощи — Джо ждёт,FreeTraders,y,,4,gather_0_4,Принесите Navigator's Wristwatch в количестве 5,,HaveItem,obj_q_016_0_s4,Navigator's Wristwatch,npc_016,Джо,FreeTraders,5,,,,
q_016_0,Поручение: Поиск Джо,Свободные Торговцы нуждается в вашей помощи — Джо ждёт,FreeTraders,y,,5,gather_0_5,Соберите Canvas Tarpaulin (2 шт.),,HaveItem,obj_q_016_0_s5,Canvas Tarpaulin,npc_016,Джо,FreeTraders,2,,,,
q_016_0,Поручение: Поиск Джо,Свободные Торговцы нуждается в вашей помощи — Джо ждёт,FreeTraders,y,,6,gather_0_6,Найдите Canvas Tarpaulin в количестве 2 шт.,,HaveItem,obj_q_016_0_s6,Canvas Tarpaulin,npc_016,Джо,FreeTraders,2,,,,
q_016_0,Поручение: Поиск Джо,Свободные Торговцы нуждается в вашей помощи — Джо ждёт,FreeTraders,y,,7,talk_0_7,Передайте сообщение Джо,,TalkToNpc,obj_q_016_0_s7,,npc_016,Джо,FreeTraders,1,,,,
q_016_0,Поручение: Поиск Джо,Свободные Торговцы нуждается в вашей помощи — Джо ждёт,FreeTraders,y,,8,talk_0_8,Поговорите с Септим Монтеро,,TalkToNpc,obj_q_016_0_s8,,npc_068,Септим Монтеро,FreeTraders,1,,,,
q_016_0,Поручение: Поиск Джо,Свободные Торговцы нуждается в вашей помощи — Джо ждёт,FreeTraders,y,,9,talk_0_9,Передайте сообщение Джо,,TalkToNpc,obj_q_016_0_s9,,npc_016,Джо,FreeTraders,1,GiveCredits::250;AddReputation::30:FreeTraders;GiveItem:Pilot's License::3,250,FreeTraders:30,Pilot's License:3
q_016_1,Поручение: Сбор Джо,Помогите Джо с важным делом для Свободные Торговцы,FreeTraders,y,,0,talk_1_0,Поговорите с Джо,,TalkToNpc,obj_q_016_1_s0,,npc_016,Джо,FreeTraders,1,,,,
q_016_1,Поручение: Сбор Джо,Помогите Джо с важным делом для Свободные Торговцы,FreeTraders,y,,1,gather_1_1,Соберите Canvas Backpack (2 шт.),,HaveItem,obj_q_016_1_s1,Canvas Backpack,npc_016,Джо,FreeTraders,2,,,,
q_016_1,Поручение: Сбор Джо,Помогите Джо с важным делом для Свободные Торговцы,FreeTraders,y,,2,gather_1_2,Принесите Cargo Manifest в количестве 3,,HaveItem,obj_q_016_1_s2,Cargo Manifest,npc_016,Джо,FreeTraders,3,,,,
q_016_1,Поручение: Сбор Джо,Помогите Джо с важным делом для Свободные Торговцы,FreeTraders,y,,3,gather_1_3,Соберите Canvas Tarpaulin (4 шт.),,HaveItem,obj_q_016_1_s3,Canvas Tarpaulin,npc_016,Джо,FreeTraders,4,,,,
q_016_1,Поручение: Сбор Джо,Помогите Джо с важным делом для Свободные Торговцы,FreeTraders,y,,4,gather_1_4,Соберите Mechanical Pencil (1 шт.),,HaveItem,obj_q_016_1_s4,Mechanical Pencil,npc_016,Джо,FreeTraders,1,,,,
q_016_1,Поручение: Сбор Джо,Помогите Джо с важным делом для Свободные Торговцы,FreeTraders,y,,5,gather_1_5,Принесите Promissory Note в количестве 3,,HaveItem,obj_q_016_1_s5,Promissory Note,npc_016,Джо,FreeTraders,3,,,,
q_016_1,Поручение: Сбор Джо,Помогите Джо с важным делом для Свободные Торговцы,FreeTraders,y,,6,talk_1_6,Обсудите детали с Джо,,TalkToNpc,obj_q_016_1_s6,,npc_016,Джо,FreeTraders,1,GiveCredits::100;AddReputation::10:FreeTraders;GiveItem:Lab Microscope::3,100,FreeTraders:10,Lab Microscope:3
q_016_2,Задание #3 от Джо,Срочное поручение от Джо (Свободные Торговцы),FreeTraders,,,0,talk_2_0,Встретьтесь с Джо для получения указаний,,TalkToNpc,obj_q_016_2_s0,,npc_016,Джо,FreeTraders,1,,,,
q_016_2,Задание #3 от Джо,Срочное поручение от Джо (Свободные Торговцы),FreeTraders,,,1,talk_2_1,Обсудите детали с Артур,,TalkToNpc,obj_q_016_2_s1,,npc_007,Артур,FreeTraders,1,,,,
